SVID,PRN,Azimuth,Elevation
160,B20,42.63,3.36
179,B39,328.94,2.24
169,B29,65.44,3.28
227,X227,160.94,8.3
165,B25,323.22,5.27
12,G12,326.92,79.61
19,G19,76.95,12.34
24,G24,210.61,20.62
29,G29,286.48,21.38
5,G05,162.94,29.15
6,G06,41.79,24.97
25,G25,314.88,46.47
20,G20,134.14,49.75
11,G11,36.23,67.03
28,G28,321.04,5.29
82,E12,15.76,78.78
84,E14,288.76,35.04
103,E33,41.12,23.59
95,E25,317.1,24.09
81,E11,229.73,42.69
101,E31,135.15,46.44
80,E10,241.87,71.62
94,E24,321.94,78.26
47,R10,226.35,74.25
48,R11,324.92,34.89
58,R21,266.48,38.81
46,R09,169.77,35.03
57,R20,357.34,54.88
56,R19,44.58,5.61
42,R05,106.21,6.01
41,R04,60.06,8.42
226,X226,295.38,57.35
230,X230,61.84,10.33
162,B22,137.97,11.91
174,B34,259.89,11.36
166,B26,199.95,50.67
159,B19,86.56,16.44
175,B35,33.58,53.34
152,B12,270.96,38.17
164,B24,289.86,48.29
160,B20,42.63,3.36
179,B39,328.94,2.24
169,B29,65.44,3.28
227,X227,160.94,8.3
165,B25,323.22,5.27
12,G12,326.9,79.64
19,G19,76.97,12.33
24,G24,210.6,20.61
29,G29,286.5,21.39
5,G05,162.93,29.17
6,G06,41.79,24.95
25,G25,314.88,46.49
20,G20,134.12,49.77
11,G11,36.22,67.01
28,G28,321.02,5.3
82,E12,15.77,78.76
84,E14,288.77,35.05
103,E33,41.12,23.58
95,E25,317.1,24.11
81,E11,229.75,42.71
101,E31,135.17,46.42
80,E10,241.92,71.64
94,E24,321.91,78.28
47,R10,226.27,74.23
48,R11,324.91,34.91
58,R21,266.51,38.82
46,R09,169.77,35.01
57,R20,357.37,54.86
56,R19,44.59,5.59
42,R05,106.19,6.02
41,R04,60.04,8.43
226,X226,295.42,57.36
230,X230,61.82,10.34
162,B22,137.95,11.93
174,B34,259.9,11.37
166,B26,199.94,50.65
159,B19,86.54,16.44
175,B35,33.6,53.33
152,B12,270.98,38.18
164,B24,289.83,48.3
160,B20,42.62,3.36
179,B39,328.93,2.24
169,B29,65.45,3.27
227,X227,160.94,8.29
165,B25,323.21,5.29
12,G12,326.9,79.64
19,G19,76.97,12.33
24,G24,210.6,20.61
29,G29,286.5,21.39
5,G05,162.93,29.17
6,G06,41.79,24.95
25,G25,314.88,46.49
20,G20,134.12,49.77
11,G11,36.22,67.01
28,G28,321.02,5.3
82,E12,15.77,78.76
84,E14,288.77,35.05
103,E33,41.12,23.58
95,E25,317.1,24.11
81,E11,229.75,42.71
101,E31,135.17,46.42
80,E10,241.92,71.64
94,E24,321.91,78.28
47,R10,226.27,74.23
48,R11,324.91,34.91
58,R21,266.51,38.82
46,R09,169.77,35.01
57,R20,357.37,54.86
56,R19,44.59,5.59
42,R05,106.19,6.02
41,R04,60.04,8.43
226,X226,295.42,57.36
230,X230,61.82,10.34
162,B22,137.95,11.93
174,B34,259.9,11.37
166,B26,199.94,50.65
159,B19,86.54,16.44
175,B35,33.6,53.33
152,B12,270.98,38.18
164,B24,289.83,48.3
160,B20,42.62,3.36
179,B39,328.93,2.24
169,B29,65.45,3.27
227,X227,160.94,8.29
165,B25,323.21,5.29
12,G12,326.9,79.64
19,G19,76.97,12.33
24,G24,210.6,20.61
29,G29,286.5,21.39
5,G05,162.93,29.17
6,G06,41.79,24.95
25,G25,314.88,46.49
20,G20,134.12,49.77
11,G11,36.22,67.01
28,G28,321.02,5.3
82,E12,15.77,78.76
84,E14,288.77,35.05
103,E33,41.12,23.58
95,E25,317.1,24.11
81,E11,229.75,42.71
101,E31,135.17,46.42
80,E10,241.92,71.64
94,E24,321.91,78.28
47,R10,226.27,74.23
48,R11,324.91,34.91
58,R21,266.51,38.82
46,R09,169.77,35.01
57,R20,357.37,54.86
56,R19,44.59,5.59
42,R05,106.19,6.02
41,R04,60.04,8.43
226,X226,295.42,57.36
230,X230,61.82,10.34
162,B22,137.95,11.93
174,B34,259.9,11.37
166,B26,199.94,50.65
159,B19,86.54,16.44
175,B35,33.6,53.33
152,B12,270.98,38.18
164,B24,289.83,48.3
160,B20,42.62,3.36
179,B39,328.93,2.24
169,B29,65.45,3.27
227,X227,160.94,8.29
165,B25,323.21,5.29
12,G12,326.88,79.66
19,G19,76.98,12.31
24,G24,210.58,20.59
29,G29,286.52,21.41
5,G05,162.92,29.19
6,G06,41.79,24.93
25,G25,314.87,46.51
20,G20,134.09,49.79
11,G11,36.21,66.98
28,G28,321.01,5.31
82,E12,15.78,78.74
84,E14,288.79,35.06
103,E33,41.13,23.56
95,E25,317.1,24.12
81,E11,229.77,42.72
101,E31,135.19,46.4
80,E10,241.98,71.65
94,E24,321.88,78.3
47,R10,226.19,74.21
48,R11,324.9,34.93
58,R21,266.54,38.84
46,R09,169.78,34.98
57,R20,357.41,54.85
56,R19,44.61,5.58
42,R05,106.17,6.04
41,R04,60.01,8.44
226,X226,295.45,57.37
230,X230,61.8,10.34
162,B22,137.94,11.94
174,B34,259.92,11.39
166,B26,199.93,50.63
159,B19,86.52,16.45
175,B35,33.63,53.32
152,B12,271.01,38.19
164,B24,289.8,48.31
160,B20,42.6,3.35
179,B39,328.92,2.24
169,B29,65.47,3.26
227,X227,160.94,8.27
165,B25,323.2,5.3
12,G12,326.88,79.66
19,G19,76.98,12.31
24,G24,210.58,20.59
29,G29,286.52,21.41
5,G05,162.92,29.19
6,G06,41.79,24.93
25,G25,314.87,46.51
20,G20,134.09,49.79
11,G11,36.21,66.98
28,G28,321.01,5.31
82,E12,15.78,78.74
84,E14,288.79,35.06
103,E33,41.13,23.56
95,E25,317.1,24.12
81,E11,229.77,42.72
101,E31,135.19,46.4
80,E10,241.98,71.65
94,E24,321.88,78.3
47,R10,226.19,74.21
48,R11,324.9,34.93
58,R21,266.54,38.84
46,R09,169.78,34.98
57,R20,357.41,54.85
56,R19,44.61,5.58
42,R05,106.17,6.04
41,R04,60.01,8.44
226,X226,295.45,57.37
230,X230,61.8,10.34
162,B22,137.94,11.94
174,B34,259.92,11.39
166,B26,199.93,50.63
159,B19,86.52,16.45
175,B35,33.63,53.32
152,B12,271.01,38.19
164,B24,289.8,48.31
160,B20,42.6,3.35
179,B39,328.92,2.24
169,B29,65.47,3.26
227,X227,160.94,8.27
165,B25,323.2,5.3
12,G12,326.88,79.66
19,G19,76.98,12.31
24,G24,210.58,20.59
29,G29,286.52,21.41
5,G05,162.92,29.19
6,G06,41.79,24.93
25,G25,314.87,46.51
20,G20,134.09,49.79
11,G11,36.21,66.98
28,G28,321.01,5.31
82,E12,15.78,78.74
84,E14,288.79,35.06
103,E33,41.13,23.56
95,E25,317.1,24.12
81,E11,229.77,42.72
101,E31,135.19,46.4
80,E10,241.98,71.65
94,E24,321.88,78.3
47,R10,226.19,74.21
48,R11,324.9,34.93
58,R21,266.54,38.84
46,R09,169.78,34.98
57,R20,357.41,54.85
56,R19,44.61,5.58
42,R05,106.17,6.04
41,R04,60.01,8.44
226,X226,295.45,57.37
230,X230,61.8,10.34
162,B22,137.94,11.94
174,B34,259.92,11.39
166,B26,199.93,50.63
159,B19,86.52,16.45
175,B35,33.63,53.32
152,B12,271.01,38.19
164,B24,289.8,48.31
160,B20,42.6,3.35
179,B39,328.92,2.24
169,B29,65.47,3.26
227,X227,160.94,8.27
165,B25,323.2,5.3
12,G12,326.86,79.69
19,G19,77.0,12.3
24,G24,210.57,20.57
29,G29,286.54,21.42
5,G05,162.91,29.21
6,G06,41.8,24.91
25,G25,314.86,46.53
20,G20,134.06,49.81
11,G11,36.21,66.96
28,G28,320.99,5.32
82,E12,15.79,78.72
84,E14,288.81,35.07
103,E33,41.13,23.54
95,E25,317.1,24.14
81,E11,229.79,42.74
101,E31,135.21,46.39
80,E10,242.03,71.67
94,E24,321.85,78.32
47,R10,226.11,74.19
48,R11,324.88,34.96
58,R21,266.58,38.85
46,R09,169.78,34.95
57,R20,357.45,54.83
56,R19,44.63,5.56
42,R05,106.15,6.05
41,R04,59.99,8.44
226,X226,295.49,57.38
230,X230,61.78,10.34
162,B22,137.92,11.96
174,B34,259.94,11.4
166,B26,199.92,50.61
159,B19,86.5,16.46
175,B35,33.65,53.3
152,B12,271.03,38.2
164,B24,289.78,48.31
160,B20,42.58,3.35
179,B39,328.92,2.24
169,B29,65.48,3.25
227,X227,160.94,8.25
165,B25,323.2,5.32
12,G12,326.86,79.69
19,G19,77.0,12.3
24,G24,210.57,20.57
29,G29,286.54,21.42
5,G05,162.91,29.21
6,G06,41.8,24.91
25,G25,314.86,46.53
20,G20,134.06,49.81
11,G11,36.21,66.96
28,G28,320.99,5.32
82,E12,15.79,78.72
84,E14,288.81,35.07
103,E33,41.13,23.54
95,E25,317.1,24.14
81,E11,229.79,42.74
101,E31,135.21,46.39
80,E10,242.03,71.67
94,E24,321.85,78.32
47,R10,226.11,74.19
48,R11,324.88,34.96
58,R21,266.58,38.85
46,R09,169.78,34.95
57,R20,357.45,54.83
56,R19,44.63,5.56
42,R05,106.15,6.05
41,R04,59.99,8.44
226,X226,295.49,57.38
230,X230,61.78,10.34
162,B22,137.92,11.96
174,B34,259.94,11.4
166,B26,199.92,50.61
159,B19,86.5,16.46
175,B35,33.65,53.3
152,B12,271.03,38.2
164,B24,289.78,48.31
160,B20,42.58,3.35
179,B39,328.92,2.24
169,B29,65.48,3.25
227,X227,160.94,8.25
165,B25,323.2,5.32
12,G12,326.86,79.69
19,G19,77.0,12.3
24,G24,210.57,20.57
29,G29,286.54,21.42
5,G05,162.91,29.21
6,G06,41.8,24.91
25,G25,314.86,46.53
20,G20,134.06,49.81
11,G11,36.21,66.96
28,G28,320.99,5.32
82,E12,15.79,78.72
84,E14,288.81,35.07
103,E33,41.13,23.54
95,E25,317.1,24.14
81,E11,229.79,42.74
101,E31,135.21,46.39
80,E10,242.03,71.67
94,E24,321.85,78.32
47,R10,226.11,74.19
48,R11,324.88,34.96
58,R21,266.58,38.85
46,R09,169.78,34.95
57,R20,357.45,54.83
56,R19,44.63,5.56
42,R05,106.15,6.05
41,R04,59.99,8.44
226,X226,295.49,57.38
230,X230,61.78,10.34
162,B22,137.92,11.96
174,B34,259.94,11.4
166,B26,199.92,50.61
159,B19,86.5,16.46
175,B35,33.65,53.3
152,B12,271.03,38.2
164,B24,289.78,48.31
160,B20,42.58,3.35
179,B39,328.92,2.24
169,B29,65.48,3.25
227,X227,160.94,8.25
165,B25,323.2,5.32
12,G12,326.84,79.71
19,G19,77.02,12.29
24,G24,210.55,20.55
29,G29,286.56,21.43
5,G05,162.9,29.23
6,G06,41.8,24.89
25,G25,314.86,46.55
20,G20,134.04,49.83
11,G11,36.2,66.94
28,G28,320.97,5.33
82,E12,15.8,78.7
84,E14,288.82,35.08
103,E33,41.13,23.53
95,E25,317.1,24.15
81,E11,229.81,42.75
101,E31,135.23,46.37
80,E10,242.08,71.68
94,E24,321.82,78.34
47,R10,226.03,74.16
48,R11,324.87,34.98
58,R21,266.61,38.86
46,R09,169.79,34.92
57,R20,357.48,54.81
56,R19,44.64,5.54
42,R05,106.13,6.07
41,R04,59.96,8.45
226,X226,295.53,57.38
230,X230,61.76,10.34
162,B22,137.91,11.97
174,B34,259.95,11.41
166,B26,199.9,50.59
159,B19,86.48,16.47
175,B35,33.67,53.29
152,B12,271.05,38.21
164,B24,289.75,48.32
160,B20,42.57,3.35
179,B39,328.91,2.24
169,B29,65.49,3.23
227,X227,160.94,8.23
165,B25,323.19,5.33
12,G12,326.84,79.71
19,G19,77.02,12.29
24,G24,210.55,20.55
29,G29,286.56,21.43
5,G05,162.9,29.23
6,G06,41.8,24.89
25,G25,314.86,46.55
20,G20,134.04,49.83
11,G11,36.2,66.94
28,G28,320.97,5.33
82,E12,15.8,78.7
84,E14,288.82,35.08
103,E33,41.13,23.53
95,E25,317.1,24.15
81,E11,229.81,42.75
101,E31,135.23,46.37
80,E10,242.08,71.68
94,E24,321.82,78.34
47,R10,226.03,74.16
48,R11,324.87,34.98
58,R21,266.61,38.86
46,R09,169.79,34.92
57,R20,357.48,54.81
56,R19,44.64,5.54
42,R05,106.13,6.07
41,R04,59.96,8.45
226,X226,295.53,57.38
230,X230,61.76,10.34
162,B22,137.91,11.97
174,B34,259.95,11.41
166,B26,199.9,50.59
159,B19,86.48,16.47
175,B35,33.67,53.29
152,B12,271.05,38.21
164,B24,289.75,48.32
160,B20,42.57,3.35
179,B39,328.91,2.24
169,B29,65.49,3.23
227,X227,160.94,8.23
165,B25,323.19,5.33
12,G12,326.84,79.71
19,G19,77.02,12.29
24,G24,210.55,20.55
29,G29,286.56,21.43
5,G05,162.9,29.23
6,G06,41.8,24.89
25,G25,314.86,46.55
20,G20,134.04,49.83
11,G11,36.2,66.94
28,G28,320.97,5.33
82,E12,15.8,78.7
84,E14,288.82,35.08
103,E33,41.13,23.53
95,E25,317.1,24.15
81,E11,229.81,42.75
101,E31,135.23,46.37
80,E10,242.08,71.68
94,E24,321.82,78.34
47,R10,226.03,74.16
48,R11,324.87,34.98
58,R21,266.61,38.86
46,R09,169.79,34.92
57,R20,357.48,54.81
56,R19,44.64,5.54
42,R05,106.13,6.07
41,R04,59.96,8.45
226,X226,295.53,57.38
230,X230,61.76,10.34
162,B22,137.91,11.97
174,B34,259.95,11.41
166,B26,199.9,50.59
159,B19,86.48,16.47
175,B35,33.67,53.29
152,B12,271.05,38.21
164,B24,289.75,48.32
160,B20,42.57,3.35
179,B39,328.91,2.24
169,B29,65.49,3.23
227,X227,160.94,8.23
165,B25,323.19,5.33
12,G12,326.82,79.74
19,G19,77.04,12.27
24,G24,210.54,20.54
29,G29,286.58,21.45
5,G05,162.89,29.26
6,G06,41.81,24.88
25,G25,314.85,46.58
20,G20,134.01,49.84
11,G11,36.2,66.91
28,G28,320.96,5.34
82,E12,15.81,78.68
84,E14,288.84,35.1
103,E33,41.14,23.51
95,E25,317.11,24.17
81,E11,229.83,42.77
101,E31,135.24,46.36
80,E10,242.13,71.69
94,E24,321.79,78.36
47,R10,225.95,74.14
48,R11,324.86,35.0
58,R21,266.64,38.87
46,R09,169.79,34.9
57,R20,357.52,54.79
56,R19,44.66,5.52
42,R05,106.11,6.09
41,R04,59.94,8.46
226,X226,295.56,57.39
230,X230,61.74,10.34
162,B22,137.89,11.98
174,B34,259.97,11.42
166,B26,199.89,50.56
159,B19,86.46,16.48
175,B35,33.69,53.27
152,B12,271.08,38.22
164,B24,289.72,48.33
160,B20,42.55,3.35
179,B39,328.91,2.25
169,B29,65.51,3.22
227,X227,160.94,8.21
165,B25,323.18,5.35
12,G12,326.82,79.74
19,G19,77.04,12.27
24,G24,210.54,20.54
29,G29,286.58,21.45
5,G05,162.89,29.26
6,G06,41.81,24.88
25,G25,314.85,46.58
20,G20,134.01,49.84
11,G11,36.2,66.91
28,G28,320.96,5.34
82,E12,15.81,78.68
84,E14,288.84,35.1
103,E33,41.14,23.51
95,E25,317.11,24.17
81,E11,229.83,42.77
101,E31,135.24,46.36
80,E10,242.13,71.69
94,E24,321.79,78.36
47,R10,225.95,74.14
48,R11,324.86,35.0
58,R21,266.64,38.87
46,R09,169.79,34.9
57,R20,357.52,54.79
56,R19,44.66,5.52
42,R05,106.11,6.09
41,R04,59.94,8.46
226,X226,295.56,57.39
230,X230,61.74,10.34
162,B22,137.89,11.98
174,B34,259.97,11.42
166,B26,199.89,50.56
159,B19,86.46,16.48
175,B35,33.69,53.27
152,B12,271.08,38.22
164,B24,289.72,48.33
160,B20,42.55,3.35
179,B39,328.91,2.25
169,B29,65.51,3.22
227,X227,160.94,8.21
165,B25,323.18,5.35
12,G12,326.82,79.74
19,G19,77.04,12.27
24,G24,210.54,20.54
29,G29,286.58,21.45
5,G05,162.89,29.26
6,G06,41.81,24.88
25,G25,314.85,46.58
20,G20,134.01,49.84
11,G11,36.2,66.91
28,G28,320.96,5.34
82,E12,15.81,78.68
84,E14,288.84,35.1
103,E33,41.14,23.51
95,E25,317.11,24.17
81,E11,229.83,42.77
101,E31,135.24,46.36
80,E10,242.13,71.69
94,E24,321.79,78.36
47,R10,225.95,74.14
48,R11,324.86,35.0
58,R21,266.64,38.87
46,R09,169.79,34.9
57,R20,357.52,54.79
56,R19,44.66,5.52
42,R05,106.11,6.09
41,R04,59.94,8.46
226,X226,295.56,57.39
230,X230,61.74,10.34
162,B22,137.89,11.98
174,B34,259.97,11.42
166,B26,199.89,50.56
159,B19,86.46,16.48
175,B35,33.69,53.27
152,B12,271.08,38.22
164,B24,289.72,48.33
160,B20,42.55,3.35
179,B39,328.91,2.25
169,B29,65.51,3.22
227,X227,160.94,8.21
165,B25,323.18,5.35
12,G12,326.8,79.76
19,G19,77.05,12.26
24,G24,210.53,20.52
29,G29,286.6,21.46
5,G05,162.88,29.28
6,G06,41.81,24.86
25,G25,314.84,46.6
20,G20,133.98,49.86
11,G11,36.19,66.89
28,G28,320.94,5.35
82,E12,15.82,78.66
84,E14,288.86,35.11
103,E33,41.14,23.5
95,E25,317.11,24.18
81,E11,229.85,42.78
101,E31,135.26,46.34
80,E10,242.19,71.71
94,E24,321.76,78.38
47,R10,225.88,74.12
48,R11,324.84,35.02
58,R21,266.68,38.88
46,R09,169.8,34.87
57,R20,357.56,54.77
56,R19,44.67,5.51
42,R05,106.09,6.1
41,R04,59.92,8.46
226,X226,295.6,57.4
230,X230,61.72,10.34
162,B22,137.88,12.0
174,B34,259.98,11.43
166,B26,199.88,50.54
159,B19,86.44,16.48
175,B35,33.72,53.26
152,B12,271.1,38.23
164,B24,289.69,48.34
160,B20,42.53,3.34
179,B39,328.9,2.25
169,B29,65.52,3.21
227,X227,160.94,8.19
165,B25,323.18,5.36
12,G12,326.8,79.76
19,G19,77.05,12.26
24,G24,210.53,20.52
29,G29,286.6,21.46
5,G05,162.88,29.28
6,G06,41.81,24.86
25,G25,314.84,46.6
20,G20,133.98,49.86
11,G11,36.19,66.89
28,G28,320.94,5.35
82,E12,15.82,78.66
84,E14,288.86,35.11
103,E33,41.14,23.5
95,E25,317.11,24.18
81,E11,229.85,42.78
101,E31,135.26,46.34
80,E10,242.19,71.71
94,E24,321.76,78.38
47,R10,225.88,74.12
48,R11,324.84,35.02
58,R21,266.68,38.88
46,R09,169.8,34.87
57,R20,357.56,54.77
56,R19,44.67,5.51
42,R05,106.09,6.1
41,R04,59.92,8.46
226,X226,295.6,57.4
230,X230,61.72,10.34
162,B22,137.88,12.0
174,B34,259.98,11.43
166,B26,199.88,50.54
159,B19,86.44,16.48
175,B35,33.72,53.26
152,B12,271.1,38.23
164,B24,289.69,48.34
160,B20,42.53,3.34
179,B39,328.9,2.25
169,B29,65.52,3.21
227,X227,160.94,8.19
165,B25,323.18,5.36
12,G12,326.8,79.76
19,G19,77.05,12.26
24,G24,210.53,20.52
29,G29,286.6,21.46
5,G05,162.88,29.28
6,G06,41.81,24.86
25,G25,314.84,46.6
20,G20,133.98,49.86
11,G11,36.19,66.89
28,G28,320.94,5.35
82,E12,15.82,78.66
84,E14,288.86,35.11
103,E33,41.14,23.5
95,E25,317.11,24.18
81,E11,229.85,42.78
101,E31,135.26,46.34
80,E10,242.19,71.71
94,E24,321.76,78.38
47,R10,225.88,74.12
48,R11,324.84,35.02
58,R21,266.68,38.88
46,R09,169.8,34.87
57,R20,357.56,54.77
56,R19,44.67,5.51
42,R05,106.09,6.1
41,R04,59.92,8.46
226,X226,295.6,57.4
230,X230,61.72,10.34
162,B22,137.88,12.0
174,B34,259.98,11.43
166,B26,199.88,50.54
159,B19,86.44,16.48
175,B35,33.72,53.26
152,B12,271.1,38.23
164,B24,289.69,48.34
160,B20,42.53,3.34
179,B39,328.9,2.25
169,B29,65.52,3.21
227,X227,160.94,8.19
165,B25,323.18,5.36
12,G12,326.78,79.79
19,G19,77.07,12.25
24,G24,210.51,20.5
29,G29,286.62,21.47
5,G05,162.87,29.3
6,G06,41.82,24.84
25,G25,314.84,46.62
20,G20,133.95,49.88
11,G11,36.18,66.86
28,G28,320.93,5.36
82,E12,15.82,78.64
84,E14,288.87,35.12
103,E33,41.15,23.48
95,E25,317.11,24.2
81,E11,229.87,42.8
101,E31,135.28,46.32
80,E10,242.24,71.72
94,E24,321.72,78.39
47,R10,225.8,74.1
48,R11,324.83,35.05
58,R21,266.71,38.9
46,R09,169.81,34.84
57,R20,357.59,54.76
56,R19,44.69,5.49
42,R05,106.07,6.12
41,R04,59.89,8.47
226,X226,295.64,57.41
230,X230,61.7,10.35
162,B22,137.87,12.01
174,B34,260.0,11.45
166,B26,199.87,50.52
159,B19,86.42,16.49
175,B35,33.74,53.24
152,B12,271.13,38.25
164,B24,289.66,48.34
160,B20,42.51,3.34
179,B39,328.9,2.25
169,B29,65.53,3.2
227,X227,160.94,8.18
165,B25,323.17,5.38
12,G12,326.78,79.79
19,G19,77.07,12.25
24,G24,210.51,20.5
29,G29,286.62,21.47
5,G05,162.87,29.3
6,G06,41.82,24.84
25,G25,314.84,46.62
20,G20,133.95,49.88
11,G11,36.18,66.86
28,G28,320.93,5.36
82,E12,15.82,78.64
84,E14,288.87,35.12
103,E33,41.15,23.48
95,E25,317.11,24.2
81,E11,229.87,42.8
101,E31,135.28,46.32
80,E10,242.24,71.72
94,E24,321.72,78.39
47,R10,225.8,74.1
48,R11,324.83,35.05
58,R21,266.71,38.9
46,R09,169.81,34.84
57,R20,357.59,54.76
56,R19,44.69,5.49
42,R05,106.07,6.12
41,R04,59.89,8.47
226,X226,295.64,57.41
230,X230,61.7,10.35
162,B22,137.87,12.01
174,B34,260.0,11.45
166,B26,199.87,50.52
159,B19,86.42,16.49
175,B35,33.74,53.24
152,B12,271.13,38.25
164,B24,289.66,48.34
160,B20,42.51,3.34
179,B39,328.9,2.25
169,B29,65.53,3.2
227,X227,160.94,8.18
165,B25,323.17,5.38
12,G12,326.78,79.79
19,G19,77.07,12.25
24,G24,210.51,20.5
29,G29,286.62,21.47
5,G05,162.87,29.3
6,G06,41.82,24.84
25,G25,314.84,46.62
20,G20,133.95,49.88
11,G11,36.18,66.86
28,G28,320.93,5.36
82,E12,15.82,78.64
84,E14,288.87,35.12
103,E33,41.15,23.48
95,E25,317.11,24.2
81,E11,229.87,42.8
101,E31,135.28,46.32
80,E10,242.24,71.72
94,E24,321.72,78.39
47,R10,225.8,74.1
48,R11,324.83,35.05
58,R21,266.71,38.9
46,R09,169.81,34.84
57,R20,357.59,54.76
56,R19,44.69,5.49
42,R05,106.07,6.12
41,R04,59.89,8.47
226,X226,295.64,57.41
230,X230,61.7,10.35
162,B22,137.87,12.01
174,B34,260.0,11.45
166,B26,199.87,50.52
159,B19,86.42,16.49
175,B35,33.74,53.24
152,B12,271.13,38.25
164,B24,289.66,48.34
160,B20,42.51,3.34
179,B39,328.9,2.25
169,B29,65.53,3.2
227,X227,160.94,8.18
165,B25,323.17,5.38
12,G12,326.75,79.81
19,G19,77.09,12.23
24,G24,210.5,20.49
29,G29,286.63,21.49
5,G05,162.86,29.32
6,G06,41.82,24.82
25,G25,314.83,46.64
20,G20,133.93,49.9
11,G11,36.18,66.84
28,G28,320.91,5.37
82,E12,15.83,78.62
84,E14,288.89,35.13
103,E33,41.15,23.47
95,E25,317.11,24.21
81,E11,229.88,42.81
101,E31,135.3,46.31
80,E10,242.29,71.73
94,E24,321.69,78.41
47,R10,225.72,74.08
48,R11,324.82,35.07
58,R21,266.74,38.91
46,R09,169.81,34.81
57,R20,357.63,54.74
56,R19,44.7,5.47
42,R05,106.05,6.13
41,R04,59.87,8.48
226,X226,295.67,57.42
230,X230,61.68,10.35
162,B22,137.85,12.03
174,B34,260.02,11.46
166,B26,199.85,50.5
159,B19,86.4,16.5
175,B35,33.76,53.23
152,B12,271.15,38.26
164,B24,289.63,48.35
160,B20,42.5,3.34
179,B39,328.89,2.25
169,B29,65.55,3.18
227,X227,160.94,8.16
165,B25,323.17,5.39
12,G12,326.75,79.81
19,G19,77.09,12.23
24,G24,210.5,20.49
29,G29,286.63,21.49
5,G05,162.86,29.32
6,G06,41.82,24.82
25,G25,314.83,46.64
20,G20,133.93,49.9
11,G11,36.18,66.84
28,G28,320.91,5.37
82,E12,15.83,78.62
84,E14,288.89,35.13
103,E33,41.15,23.47
95,E25,317.11,24.21
81,E11,229.88,42.81
101,E31,135.3,46.31
80,E10,242.29,71.73
94,E24,321.69,78.41
47,R10,225.72,74.08
48,R11,324.82,35.07
58,R21,266.74,38.91
46,R09,169.81,34.81
57,R20,357.63,54.74
56,R19,44.7,5.47
42,R05,106.05,6.13
41,R04,59.87,8.48
226,X226,295.67,57.42
230,X230,61.68,10.35
162,B22,137.85,12.03
174,B34,260.02,11.46
166,B26,199.85,50.5
159,B19,86.4,16.5
175,B35,33.76,53.23
152,B12,271.15,38.26
164,B24,289.63,48.35
160,B20,42.5,3.34
179,B39,328.89,2.25
169,B29,65.55,3.18
227,X227,160.94,8.16
165,B25,323.17,5.39
12,G12,326.75,79.81
19,G19,77.09,12.23
24,G24,210.5,20.49
29,G29,286.63,21.49
5,G05,162.86,29.32
6,G06,41.82,24.82
25,G25,314.83,46.64
20,G20,133.93,49.9
11,G11,36.18,66.84
28,G28,320.91,5.37
82,E12,15.83,78.62
84,E14,288.89,35.13
103,E33,41.15,23.47
95,E25,317.11,24.21
81,E11,229.88,42.81
101,E31,135.3,46.31
80,E10,242.29,71.73
94,E24,321.69,78.41
47,R10,225.72,74.08
48,R11,324.82,35.07
58,R21,266.74,38.91
46,R09,169.81,34.81
57,R20,357.63,54.74
56,R19,44.7,5.47
42,R05,106.05,6.13
41,R04,59.87,8.48
226,X226,295.67,57.42
230,X230,61.68,10.35
162,B22,137.85,12.03
174,B34,260.02,11.46
166,B26,199.85,50.5
159,B19,86.4,16.5
175,B35,33.76,53.23
152,B12,271.15,38.26
164,B24,289.63,48.35
160,B20,42.5,3.34
179,B39,328.89,2.25
169,B29,65.55,3.18
227,X227,160.94,8.16
165,B25,323.17,5.39
12,G12,326.73,79.84
19,G19,77.11,12.22
24,G24,210.49,20.47
29,G29,286.65,21.5
5,G05,162.85,29.34
6,G06,41.83,24.8
25,G25,314.82,46.66
20,G20,133.9,49.92
11,G11,36.17,66.82
28,G28,320.89,5.38
82,E12,15.84,78.6
84,E14,288.91,35.14
103,E33,41.15,23.45
95,E25,317.11,24.23
81,E11,229.9,42.83
101,E31,135.32,46.29
80,E10,242.35,71.75
94,E24,321.66,78.43
47,R10,225.64,74.05
48,R11,324.8,35.09
58,R21,266.78,38.92
46,R09,169.82,34.79
57,R20,357.67,54.72
56,R19,44.72,5.46
42,R05,106.03,6.15
41,R04,59.84,8.48
226,X226,295.71,57.42
230,X230,61.66,10.35
162,B22,137.84,12.04
174,B34,260.03,11.47
166,B26,199.84,50.48
159,B19,86.38,16.51
175,B35,33.78,53.21
152,B12,271.17,38.27
164,B24,289.6,48.36
160,B20,42.48,3.33
179,B39,328.89,2.25
169,B29,65.56,3.17
227,X227,160.94,8.14
165,B25,323.16,5.41
12,G12,326.73,79.84
19,G19,77.11,12.22
24,G24,210.49,20.47
29,G29,286.65,21.5
5,G05,162.85,29.34
6,G06,41.83,24.8
25,G25,314.82,46.66
20,G20,133.9,49.92
11,G11,36.17,66.82
28,G28,320.89,5.38
82,E12,15.84,78.6
84,E14,288.91,35.14
103,E33,41.15,23.45
95,E25,317.11,24.23
81,E11,229.9,42.83
101,E31,135.32,46.29
80,E10,242.35,71.75
94,E24,321.66,78.43
47,R10,225.64,74.05
48,R11,324.8,35.09
58,R21,266.78,38.92
46,R09,169.82,34.79
57,R20,357.67,54.72
56,R19,44.72,5.46
42,R05,106.03,6.15
41,R04,59.84,8.48
226,X226,295.71,57.42
230,X230,61.66,10.35
162,B22,137.84,12.04
174,B34,260.03,11.47
